Scanning 101 .tor files for zero-dot singleton FQNs
FQN	PAYLOAD_SIZE	CF_E0_COUNT	CF_40_COUNT	STRING_COUNT	FIRST_32_BYTES	STRING_SAMPLES
repRankInfoPrototype	189	0	7	0	01 01 CF 40 00 00 40 F6 8F E4 07 07 09 06 06 01 03 03 CF 40 00 00 40 F6 8F E4 01 02 01 01 02 C9	
scFFColorOptionsCostPrototype	1418	0	48	4	00 00 00 00 00 00 00 01 01 CF 40 00 00 41 95 3B 9C 7B 08 02 09 2F 2F CE 66 1E 43 F0 FA 81 0A 04	d"/r | CG5p | Bh&f+ | 5HX,
scFFColorSwatchesPrototype	36984	0	526	148	00 00 05 05 CF 40 00 00 41 A9 7A 42 46 08 02 09 C8 D2 C8 D2 CF 0F 08 3E F9 C9 9D 59 D0 0A 0A CF	CeGY | CeHY | C^5Y | C^6Y | C^7Y | C^8Y | C^:Y | C^CY
scFFComponentUpgradesCostPrototype	62081	507	1982	21	00 00 01 01 CF 40 00 00 41 98 3F B4 E0 08 01 08 C9 01 FB C9 01 FB CF E0 00 00 FA F1 6B B9 AF 02	;uBJi | >$$Q | &BP{ | ?~p) | KwD? | Me"x | O)x~ | QQuk
scFFComponentsCostPrototype	18207	506	507	21	00 01 01 CF 40 00 00 41 95 3B 9C 77 08 01 09 C9 01 FA C9 01 FA CF E0 00 00 FA F1 6B B9 AF 04 03	;uBJi | >$$Q | &BP{ | ?~p) | KwD? | Me"x | O)x~ | QQuk
scFFPatternsCostPrototype	2625	0	77	10	00 00 00 01 01 CF 40 00 00 41 95 3B 9C 79 08 02 09 46 46 CE B4 1E 7D 7B EE 87 58 04 04 CF 40 00	E^K- | E^K4 | E^K9 | E^K;T | E^K= | E^K> | E^K@m | CoAK
scFFPatternsDefinitionProtoype	11178	0	101	147	00 00 00 00 00 00 04 04 CF 40 00 00 41 99 64 D3 C4 08 02 09 4D 4D CE B4 1E 7D 7B EE 87 58 08 07	spvp_paint_job_scout | yrEX | spvp_paint_job_scout | yrEX | spvp_paint_job_scout | yrEX | spvp_paint_job_scout | yrEX
scFFPatternsTextureDataProtoype	21124	0	7	228	00 00 00 00 00 01 01 CF 40 00 00 41 99 64 D3 C6 08 02 08 4D 4D CE B4 1E 7D 7B EE 87 58 02 06 03	P/art/dynamic/space_pvp/ships/rep_scout/texture/pattern/rep_scout_master_02_m.dds | P/art/dynamic/space_pvp/ships/rep_scout/texture/pattern/rep_scout_master_02_m.dds | 4mP/art/dynamic/space_pvp/ships/rep_scout/texture/pattern/rep_scout_master_02_m.dds | P/art/dynamic/space_pvp/ships/rep_scout/texture/pattern/rep_scout_master_03_m.dds | P/art/dynamic/space_pvp/ships/rep_scout/texture/pattern/rep_scout_master_03_m.dds | 4mP/art/dynamic/space_pvp/ships/rep_scout/texture/pattern/rep_scout_master_03_m.dds | P/art/dynamic/space_pvp/ships/rep_scout/texture/pattern/rep_scout_master_00_m.dds | P/art/dynamic/space_pvp/ships/rep_scout/texture/pattern/rep_scout_master_00_m.dds
scffCrewPackagesPrototype	835	0	1	2	00 00 00 04 02 CF 40 00 00 41 93 32 5E FD 08 02 07 05 05 CF 1D A3 E2 A2 D4 0A 34 E3 05 05 05 01	`LVy | `LVy
scffCrewPrototype	17482	276	56	186	00 00 00 06 06 CF 40 00 00 41 93 32 5E FA 08 02 09 37 37 CF 0D FE B9 C6 2C 8A 7A 62 12 11 CF 40	spvp_Crew_icon_risha | dl_ponder_07 | spvp_Crew_icon_akaavi_spar | am_knuckles_01 | spvp_Crew_icon_icon_ashy | dl_brag_military_2 | spvp_Crew_icon_treek | em_scratch_3
scmGlobalDataPrototype	7115	110	81	93	00 00 00 00 00 00 01 01 CF 40 00 00 4E AB 7C 4C 99 08 01 09 28 28 CF E0 00 07 34 A9 B4 62 90 0F	Im%u | bwaui_gmpoi_test | SHIP_Imperial_CapitalDestroyer | bwaui_gmpoi_test | SHIP_PS_Agent | bwaui_gmpoi_test | SHIP_RepublicFighter | bwaui_gmpoi_test
sndAmbienceRegionsTablePrototype	126368	6	1591	3222	00 00 00 00 01 01 CF 40 00 00 4F 72 86 6E 6C 08 02 07 C9 06 33 C9 06 33 00 09 01 01 01 03 00 CE	Play_amb_7_7_odessen_nightmare | reverb_largeroom | Play_amb_kuat_int_bridge | reverb_largeroom | ;D_9p | Play_amb_meksha_main_ext | reverb_outdoor_default | Play_amb_act3_imperial_hangar
sndAreaSoundBanksTablePrototype	37482	0	291	1098	00 00 00 00 00 01 01 CF 40 00 00 4F 72 86 6E 78 08 06 09 C9 01 22 C9 01 22 D2 00 05 01 CF 40 00	Character | Selection | Stop_amb_character_select | '/bnk2/location_characterselect_data.bnk | (/bnk2/location_characterselect_media.bnk | ColesAreaCool | Stop_amb_yavin_main | /bnk2/location_yavin_data.bnk
sndAudioRegionsTablePrototype	95863	4	553	3757	00 00 00 00 00 00 00 01 01 CF 40 00 00 4F 7B 3C 0B AA 08 02 07 C9 02 19 C9 02 19 00 09 00 00 CE	chase | shaddaa | /playmusic_action_highintensity_set_gettheeffout | %playmusic_action_lowintensity_pvpmix1 | chase | shaddaa | Coruscant | Main
sndGruntPercentageData	710	0	30	0	00 00 00 00 00 00 01 01 CF 40 00 00 06 0B E8 60 1A 08 05 09 1D 1D 01 04 03 CF 40 00 00 06 0B E8	
sndSoundsetPackagePrototype	83130	2	532	4938	00 01 01 CF 40 00 00 08 75 45 C2 F8 08 02 09 C9 02 13 C9 02 13 CE 4B CB DD B3 3E 6B D1 08 04 CF	de-de | pet_turtle | en-us | pet_turtle | fr-fr | pet_turtle | FLESH | creature_small
statAmplifierPackagesPrototype_Client	44884	0	1638	137	00 00 00 00 00 00 00 02 02 CF 40 00 00 4F 79 68 0E FC 08 02 07 0A 0A CF 4B 48 0E F5 91 2C 1C 00	i_;Z | l_;Z | k_;Z | f_;Z | e_;Z | h_;Z | g_;Z | b_;Z
statAmplifiersPrototype	11504	13	97	197	00 00 00 00 00 01 01 CF 40 00 00 43 EB E1 3E 23 08 02 09 60 60 CF 02 7B 4B 13 68 E5 3D 71 0B 08	amp_icon_gather | amp.prf.efficiency.gathering | amp_icon_mission | amp.prf.expertise.mission | amp_icon_gather | amp.prf.efficiency.scavenging | amp_icon_craft | amp.prf.efficiency.biochem
stgCameraOffsetsPrototype	759	0	1	32	00 00 00 01 01 CF 40 00 00 0A 11 71 CB 77 08 06 08 0C 0C D2 09 61 73 74 72 6F 6D 65 63 68 06 12	astromech | CLOSE_UP | MEDIUMo | CLOSE_UP | MEDIUM | CLOSE_UP | MEDIUM | CLOSE_UP
sysAreaInfoTablePrototype	26487	12	530	364	00 00 00 06 06 CF 40 00 00 0E EF 60 B2 64 08 06 09 C8 FC C8 FC D2 0C 41 6E 64 72 65 77 67 54 65	AndrewgTest0 | Default_Values | SPC_DN_Test02 | Spirit | Vengeance | agnt_tenebrous | agnt_thestarchmbr | agnt_tytunrings
sysInputKeysTablePrototype	5109	0	257	94	00 00 02 02 CF 40 00 00 0F BC CB AB 3F 08 02 09 C9 01 00 C9 01 00 00 02 01 CF 40 00 00 0F BC CB	UNBOUND | MOUSE.LEFT | MOUSE.RIGHT | MOUSE.MIDDLE | MOUSE.4 | MOUSE.5 | BACKSPACE | CLEAR
sysInputLayersTablePrototype	12251	0	458	29	01 01 CF 40 00 00 0F 35 E1 A6 7E 08 02 09 0E 0E CF 0D DC 25 B9 3B 99 9F C9 0D 07 CF 40 00 00 0F	HE_UI | ctlInputUI | CharacterSelection | ctlInputCharacterSelection | HE_Targetting | ctlInputTargetting | HE_Movement | ctlInputMovement
tagTablePrototype	449917	28	31	7083	00 00 00 01 01 C7 7F FF FF F6 98 86 E1 59 08 02 06 C9 1A 60 C9 1A 60 CE 07 C5 57 22 AE FE 5A 48	ZHtag.abl.qtr.flashpoint.rishi.flashpoint_2.mob.boss.boss_1.spy.in_stealth | tNtag.abl.operation.dxun.boss.morphing_trandoshans.greus.trandoshan_torch_damage | 57-tag.abl.uprisings.station256.irradiated_blood | iPtag.abl.operation.dxun.boss.morphing_trandoshans.kronissus.chaotic_evolution_ice | E<'= | 96tag.abl.exp.uprisings.makeb.shaft.boss_x.caller_portal | g"Ltag.abl.qtr.1x2.flashpoint.lost_island.enemy.boss.spitting_savrip.immobilize | Stag.abl.operation.dxun.boss.hybrid_horror.hybrid_horror.electrified_probe_chase_aoe
timerDatatable	2941	241	1	8	00 00 00 00 00 00 01 01 CF 40 00 00 09 C7 8E FF FB 08 01 14 C8 F1 C8 F1 CF E0 00 00 28 03 F0 63	bj`D | -El> | =7Wu | Wj{A | oRkM | VldM | L9:"e | ^&9p
tmTierInfoPrototype	923	0	13	2	00 00 00 00 00 02 02 CF 40 00 00 40 72 26 08 78 07 09 0C 0C 01 05 05 CF 40 00 00 40 72 26 08 72	W80Lr | W83,5
uickTravelPerLevelTaxesPrototype	2336	0	81	0	01 01 CF 40 00 03 D2 D7 EB 5E 94 08 02 09 50 50 01 03 03 CF 40 00 03 D2 D7 EB 5E 91 04 00 00 80	
utlDynamicFxSpecsPrototype	1741	0	1	20	00 00 01 01 CF 40 00 00 4F 59 45 BD 78 08 02 08 03 03 CF 1C 79 BD BF 26 00 0F 9A 02 06 05 05 CF	U~_cinematics/alliance/galactic_threads/ilum_sc05/cine_vfx_gs_ilu_sc05_holocron_playerexamines_bfs | _cinematics/alliance/galactic_threads/ilum_sc05/cine_vfx_gs_ilu_sc05_holocron_playerexamines_bms | b_cinematics/alliance/galactic_threads/ilum_sc05/cine_vfx_gs_ilu_sc05_holocron_playerexamines_bmn | {_cinematics/alliance/galactic_threads/ilum_sc05/cine_vfx_gs_ilu_sc05_holocron_playerexamines_bma | _cinematics/alliance/galactic_threads/ilum_sc05/cine_vfx_gs_ilu_sc05_holocron_playerexamines_bmf | U~$test/bcastagna/fx_debug_bodytype_bfs | $test/bcastagna/fx_debug_bodytype_bfn | mH$test/bcastagna/fx_debug_bodytype_bfa
utlHydraMusicEventsTablePrototype	87446	1	1228	1272	00 00 00 01 01 CF 40 00 00 43 E1 17 18 C3 08 02 09 C9 04 C9 C9 04 C9 CE 05 50 36 E9 2C F0 8A 03	>playmusic_5_0_event_character_kotet_senya_main_theme_custom_01 | 1playmusic_action_highintensity_pvpmix_begincombat | (playmusic_7_6_character_malgus_cold_open | +playmusic_regionevent_general_action_heroic | Bplaymusic_5_0_event_character_kotet_valkorion_family_theme_loop_01 | playmusic_event_tensemoment_24 | -playmusic_epicevent_menu_maintheme_nochoir_v2 | *playmusic_epicevent_gameending_republic_01
utlShipInfoPrototype	344	8	17	0	01 01 CF 40 00 00 36 01 3B AC F2 08 01 09 08 08 CF E0 00 01 A9 EC AA AF C9 02 02 CF 40 00 00 35	
utlTweakableInfoPrototype	4843	0	5	36	00 00 00 11 11 CF 40 00 00 0E B7 02 0D D7 08 02 02 C8 FC C8 FC CF 01 3D DD 20 06 FA AD 99 01 CF	+J:< | 38as- | L@vi | L@}i | Lm>Z% | N8u; | \hcEG | +Di<
utlTweakablePerLevelInfoPrototype	64287	0	1	287	00 00 00 02 02 CF 40 00 00 4C 16 5D 5D C3 08 02 08 2C 2C CF 13 5F 1F 9A F2 C8 E2 8E 02 02 C8 C8	V'B:S | \hcEG | ~W_x=R | [!["[#[$[%[&['[([)[*[+[,[-[.[/[0[1[2[3[4[5[6[7[8[9[:[;[<[=[>[?[@[A[B[C[D[E[F[G[H[I[J[K[L[M[N[O[P[Q[R[S[T[U[V[W[X[Y[Z[[[\[][^[_[`[a[b[c[d[e[f[g[h[i[j[k[l[m[n[o[p[q[r[s[t[u[v[w[x[y[z[{[|[}[~[ | 0ty=5 | b!b"b#b$b%b&b'b(b)b*b+b,b-b.b/b0b1b2b3b4b5b6b7b8b9b:b;b<b=b>b?b@bAbBbCbDbEbFbGbHbIbJbKbLbMbNbObPbQbRbSbTbUbVbWbXbYbZb[b\b]b^b_b`babbbcbdbebfbgbhbibjbkblbmbnbobpbqbrbsbtbubvbwbxbybzb{b|b}b~b | c!c"c#c$c%c&c'c(c)c*c+c,c-c.c/c0c1c2c3c4c5c6c7c8c9c:c;c<c=c>c?c@cAcBcCcDcEcFcGcHcIcJcKcLcMcNcOcPcQcRcScTcUcVcWcXcYcZc[c\c]c^c_c`cacbcccdcecfcgchcicjckclcmcncocpcqcrcsctcucvcwcxcyczc{c|c}c~c | ff&@
utlareametricbudgets	2496	0	1	132	09 07 CF 40 00 00 00 00 69 C6 92 07 07 15 15 01 06 07 07 01 0F 41 72 65 61 53 70 61 77 6E 65 64	AreaSpawnedNPCs | Design | CharacterNodesCOSCount | Active | Chars | Design | CharacterNodesReplicated | Active
utlcamerashakes	7712	0	1	464	00 00 00 00 00 09 07 CF 40 00 00 00 00 69 C6 92 07 07 43 43 01 06 04 04 01 04 62 75 6D 70 02 19	bump | Shake | Medium | sec) | light | Shake | Very | Heavy
utlclassanimationtable	488	0	1	32	00 00 00 00 00 00 09 07 CF 40 00 00 00 00 69 C6 92 07 07 01 01 01 06 0A 0A 01 0B 51 75 65 73 74	Quest | Start | emote.lol | emote.dance.dance2 | conversation.salute_1 | emote.dance.dance3 | emote.dance.dance2 | Quest
utlholocomscaling	1025	0	1	85	00 00 00 09 07 CF 40 00 00 00 00 69 C6 92 07 07 0D 0D 01 06 02 02 01 17 31 20 74 6F 20 31 20 28	(Standard | Scale) | Cell | (Personal | Holocall) | Phone | Booth | (holopad)
utlhydraanimations	1431262	0	1	33014	00 00 09 07 CF 40 00 00 00 00 69 C6 92 07 07 C9 18 5B C9 18 5B 01 06 09 09 01 00 02 00 03 2C 2A	roboDirector | Anims | Hands | Hips | "robodirector.2hands_hips_2hands_02 | HHs_2H_Stop_01_r | po_2hands_hips_2hands_02 | "robodirector.2hands_hips_2hands_04
utlposturemap	1341	0	1	69	00 00 00 00 00 00 00 09 07 CF 40 00 00 00 00 69 C6 92 07 07 10 10 01 06 02 02 01 06 4E 6F 72 6D	Normal | po_normal | Holocom | po_holocom | StandRifle | po_rifle_ready | Unconscious | !po_unconscious_sit_wall_talk_loop
utlposturesnapto	12894	0	1	521	00 00 00 00 09 07 CF 40 00 00 00 00 69 C6 92 07 07 A8 A8 01 06 02 02 01 06 4E 6F 72 6D 61 6C 02	Normal | po_180 | po_1hand_hip | po_2hands_hips | po_2hands_hips_military | po_arms_behind | po_arms_crossed | po_arms_front
utlposturetransitions	24526	0	1	1145	00 00 00 00 00 00 00 09 07 CF 40 00 00 00 00 69 C6 92 07 07 C9 01 33 C9 01 33 01 06 03 03 01 0B	Unconscious | ConversationUnconscious | "po_unconscious_sit_wall_talk_enter | ConversationUnconscious | Unconscious | !po_unconscious_sit_wall_talk_exit | Normal | Holocom
utlweapontypeanimations	4294	0	1	228	00 00 00 00 00 09 07 CF 40 00 00 00 00 69 C6 92 07 07 0D 0D 01 06 0C 0C 01 0F 54 68 72 65 61 74	Threaten | (Test) | emote.dance.dance2 | po_normal_to_saber_threaten | po_normal_to_pistol_threaten | !po_sword_normal_to_saber_threaten | po_rifle_ready_to_rifle_threaten | po_normal_to_pole_threaten
vehsoundpackage	6678	0	1	217	00 00 00 00 00 09 07 CF 40 00 00 00 00 69 C6 92 07 07 24 24 01 06 06 06 01 18 76 65 68 73 6E 64	vehsnd.taxi.speeder_bike | Stop_taxi_speederbike_engine | taxi_speederbike_speed | Play_taxi_speederbike_engine | plcsnd.test.platform | Play_steam_release_medium_01 | taxi_speederbike_speed | Play_steam_release_medium_01
wevAreaControlledEventsInfoPrototype	3031	1	21	9	06 06 CF 40 00 03 D3 8D BF FB E5 08 02 09 03 03 CF 02 B9 CE 20 E7 0A DB 0F 06 06 CF 40 00 03 D3	"Ue( | )Y:}#% | -8VS | !rx1 | 7!L.3c | ww)+ | "Ue( | 7!L.3c
wevEventInfoPrototype_client	46226	398	902	144	02 01 CF 40 00 00 4F 39 5E 03 F8 08 01 09 C9 02 26 C9 02 26 CE 1C A9 14 E4 75 D9 13 11 07 CF 40	.Y=E | .Y=E | T\l~N | 5^hZ | Awuc` | }WrN | 8{l= | 8{l=
wevObjectsPrototype_Client	36581	1083	1084	26	00 00 01 01 CF 40 00 03 D3 A9 EC 34 03 08 01 08 1F 1F CF 09 4C 14 C0 C6 61 69 83 01 07 01 01 00	hm}n_ | X9^- | IuOc | jI_l | #~T' | 6".P | ?}}W | !J~4
wnkPackagesPrototype	70182	1	2439	221	01 01 CF 40 00 00 09 EF FE 90 09 08 02 09 C9 03 34 C9 03 34 CE 03 C0 CC 5E 49 57 53 05 05 CF 40	^IWS | ^IWS | 7u4! | 3T+F | }vM<W | }vM<W | ?=e5i | ?=e5i
wpnAppearanceTuningFxPrototype	11783	0	1	217	00 00 00 00 00 00 01 01 CF 40 00 00 42 DF 1C C4 D6 08 02 08 25 25 CF 04 94 F2 7A B1 93 98 EA 05	1mtx/weapon_tuning/mtx_wt_geminipulse_saber.fxspec | 5mtx/weapon_tuning/mtx_wt_geminipulse_dualsaber.fxspec | 3mtx/weapon_tuning/mtx_wt_geminipulse_blaster.fxspec | 1mtx/weapon_tuning/mtx_wt_geminipulse_rifle.fxspec | 7mtx/weapon_tuning/mtx_wt_geminipulse_sniperrifle.fxspec | 9mtx/weapon_tuning/mtx_wt_geminipulse_assaultcannon.fxspec | 0mtx/weapon_tuning/mtx_wt_dread_seed_saber.fxspec | 4mtx/weapon_tuning/mtx_wt_dread_seed_dualsaber.fxspec
wwWelcomeWindowDataPrototype	448	19	8	4	04 02 CF 40 00 00 44 2E AB C8 B1 07 01 07 07 01 CF E0 00 70 89 12 27 A2 1B 02 CF E0 00 81 D6 C5	;F@F | ;F@F | ww_crit_path | cdx.ww.guild
wzArbiterUIElementsDataPrototype	8661	0	1	593	00 00 00 00 02 02 CF 40 00 00 08 4B AE 28 DD 08 06 02 27 27 D2 1F 41 4C 44 20 43 65 6E 74 72 61	Central | Point | Control | State | East | Turret | Control | State
wzArbiterUITypesDataPrototype	657	0	1	34	00 00 00 00 00 00 00 01 01 CF 40 00 00 08 4B AE 28 DC 08 06 02 22 22 D2 0C 61 6C 64 5F 70 76 70	ald_pvp_test | arena_one | arena_testing | arena_two | pvp_alderaan_warzone | pvp_arena | pvp_arena_beastpit | pvp_arena_corellia
wzBadgeDataPrototype	3398	0	97	0	02 02 CF 40 00 00 09 D9 84 79 30 08 05 07 2E 2E 02 09 02 02 01 03 03 CF 40 00 00 09 D9 84 79 2B	
wzControlPointConfigurationData_Prototype	808	0	33	0	00 00 00 01 01 CF 40 00 00 42 D2 91 40 6D 08 02 07 06 06 00 09 01 01 01 02 01 CF 40 00 00 42 D2	
wzKingOfTheHillMedCenterData_Prototype	191	10	7	2	00 00 00 00 00 00 02 02 CF 40 00 00 42 D2 91 40 60 08 01 08 01 01 CF 40 00 00 4E 5A 91 E1 FC 05	sX8HC | sX8HC
wzKingOfTheHillRoundData_Prototype	157	0	8	0	00 00 01 01 CF 40 00 00 4E 70 65 7F AC 07 09 07 07 01 02 02 CF 40 00 00 4E 70 65 7F AA 02 02 01	
xperienceMultiplierPrototype	116	0	1	2	00 00 00 00 02 02 CF 40 00 00 0E 68 C4 36 12 08 05 04 09 09 01 00 00 00 00 02 9A 99 19 3E 03 66	fff> | fff?
Cataloged 367 singletons
